arm,outcome,model,subgroup_var,subgroup_level,N,events,AUROC,calibration_slope,calibration_intercept,TPR,FPR,positive_rate,equal_opportunity_diff,demographic_parity_diff,equalised_odds_diff
survey,stillbirth,svm,mat_age_cat,20-34,176646.0,2386.0,0.578245129278071,0.7161471037174284,-1.1903933136820943,0.42162615255658004,0.31868472397566855,0.32007517860579915,,,
survey,stillbirth,svm,mat_age_cat,<20,32856.0,296.0,0.5576884047745534,0.9298560964976295,-0.19038694519071822,0.030405405405405407,0.013544226044226044,0.013696128560993425,,,
survey,stillbirth,svm,mat_age_cat,>=35,45071.0,1200.0,0.6157044611854452,0.9272825457729311,-0.24921604712610448,0.9616666666666667,0.8960133117549178,0.8977613099332165,,,
survey,stillbirth,svm,mat_urban_rural,Rural,166613.0,2401.0,0.595191955466635,0.7603214996209933,-0.9828396177599045,0.5035401915868388,0.367725866562736,0.3696830379382161,,,
survey,stillbirth,svm,mat_urban_rural,Urban,71025.0,932.0,0.6264067147699357,0.9363544765366626,-0.2069442564215307,0.44313304721030045,0.26817228539226456,0.2704681450193594,,,
survey,stillbirth,svm,hh_wealth_quintile,Q1,63746.0,917.0,0.6050371043121268,0.7269356189659761,-1.1564590582725165,0.5441657579062159,0.3903133903133903,0.3925265899036802,,,
survey,stillbirth,svm,hh_wealth_quintile,Q2,56364.0,891.0,0.6419185475272822,1.0281146863637893,0.16704133023938952,0.5824915824915825,0.388459250446163,0.39152650628060465,,,
survey,stillbirth,svm,hh_wealth_quintile,Q3,51225.0,744.0,0.6027444212482372,0.6902714904171842,-1.295515202934511,0.5349462365591398,0.38240129949882135,0.38461688628599316,,,
survey,stillbirth,svm,hh_wealth_quintile,Q4,45284.0,716.0,0.6254222096370972,0.8378198720393032,-0.5973453644119139,0.5516759776536313,0.36714683180757496,0.3700644819362247,,,
survey,stillbirth,svm,hh_wealth_quintile,Q5,37696.0,612.0,0.6557186810653503,1.0532336575438728,0.31276073585106684,0.5816993464052288,0.36277100636393056,0.3663253395585739,,,
survey,stillbirth,svm,mat_age_cat,_DISPARITY_,,,,,,,,,0.9312612612612613,0.884065181372223,0.9312612612612613
survey,stillbirth,svm,mat_urban_rural,_DISPARITY_,,,,,,,,,0.06040714437653838,0.09921489291885671,0.09955358117047142
survey,stillbirth,svm,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.04754534593244275,0.02620125034510634,0.04754534593244275
survey,stillbirth,lightgbm,mat_age_cat,20-34,176646.0,2386.0,0.6189175285477309,0.7963092213120739,-0.8084629521294842,0.6014249790444258,0.4284632158843108,0.4307994520113674,,,
survey,stillbirth,lightgbm,mat_age_cat,<20,32856.0,296.0,0.609426256723554,0.5898947922081019,-1.755011207371494,0.1891891891891892,0.1019041769041769,0.10269052836620404,,,
survey,stillbirth,lightgbm,mat_age_cat,>=35,45071.0,1200.0,0.6522419612804207,0.8326043559219797,-0.6438305971703234,0.935,0.8364295320371088,0.8390539371214306,,,
survey,stillbirth,lightgbm,mat_urban_rural,Rural,166613.0,2401.0,0.6350575258242631,0.8174622964794346,-0.7128340498183259,0.646813827571845,0.45576449954936304,0.45851764268094325,,,
survey,stillbirth,lightgbm,mat_urban_rural,Urban,71025.0,932.0,0.6521562799246055,0.8196810346201095,-0.6912259251506581,0.5622317596566524,0.3500777538413251,0.3528616684266104,,,
survey,stillbirth,lightgbm,hh_wealth_quintile,Q1,63746.0,917.0,0.6434214829668794,0.7534665148004754,-1.0047686643031932,0.653217011995638,0.4558882044915564,0.4587268220751106,,,
survey,stillbirth,lightgbm,hh_wealth_quintile,Q2,56364.0,891.0,0.6682519213450178,0.9349960390265405,-0.20944110447067152,0.7216610549943884,0.48063021650172155,0.4844404229650131,,,
survey,stillbirth,lightgbm,hh_wealth_quintile,Q3,51225.0,744.0,0.6395472862886984,0.6832930774136304,-1.298474682180417,0.668010752688172,0.4557160119648977,0.45879941434846266,,,
survey,stillbirth,lightgbm,hh_wealth_quintile,Q4,45284.0,716.0,0.6543389161650166,0.7937921464609764,-0.782167761751872,0.6536312849162011,0.4588493986716927,0.4619291582015723,,,
survey,stillbirth,lightgbm,hh_wealth_quintile,Q5,37696.0,612.0,0.6736906646489897,0.8672948603424855,-0.4446104145774401,0.6601307189542484,0.4240373206773811,0.42787033106960953,,,
survey,stillbirth,lightgbm,mat_age_cat,_DISPARITY_,,,,,,,,,0.7458108108108108,0.7363634087552265,0.7458108108108108
survey,stillbirth,lightgbm,mat_urban_rural,_DISPARITY_,,,,,,,,,0.08458206791519263,0.10565597425433287,0.10568674570803793
survey,stillbirth,lightgbm,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.0684440429987504,0.056570091895403574,0.0684440429987504
survey,stillbirth,xgboost,mat_age_cat,20-34,176646.0,2386.0,0.6197795126300566,0.9356049429422529,-0.20819383254947918,0.5569991617770327,0.3870423505107311,0.3893379980299582,,,
survey,stillbirth,xgboost,mat_age_cat,<20,32856.0,296.0,0.6100563823959094,0.6106308370406835,-1.6413641059385495,0.16554054054054054,0.085995085995086,0.08671171171171171,,,
survey,stillbirth,xgboost,mat_age_cat,>=35,45071.0,1200.0,0.6510248702635758,0.8042965588804546,-0.7430145559140925,0.9258333333333333,0.8128604317202708,0.8158682966874486,,,
survey,stillbirth,xgboost,mat_urban_rural,Rural,166613.0,2401.0,0.6354566794442427,0.8135839376094132,-0.727231624693821,0.6109954185755935,0.4214551920687891,0.4241865880813622,,,
survey,stillbirth,xgboost,mat_urban_rural,Urban,71025.0,932.0,0.6524888546296157,0.8135859954908786,-0.7211906321905055,0.51931330472103,0.3042386543592085,0.30706089405139037,,,
survey,stillbirth,xgboost,hh_wealth_quintile,Q1,63746.0,917.0,0.6455760735900614,0.7611984793590506,-0.9777370307169465,0.6205016357688113,0.42601346511961036,0.4288112195274998,,,
survey,stillbirth,xgboost,hh_wealth_quintile,Q2,56364.0,891.0,0.6673779155016273,0.933207056004815,-0.20946236986102001,0.6980920314253648,0.45146287383051215,0.455361578312398,,,
survey,stillbirth,xgboost,hh_wealth_quintile,Q3,51225.0,744.0,0.6390033788928997,0.6810714793406085,-1.307190980456541,0.6344086021505376,0.4235454923634635,0.42660810151293316,,,
survey,stillbirth,xgboost,hh_wealth_quintile,Q4,45284.0,716.0,0.6563385596700391,0.7969873307057264,-0.7758384349989643,0.6201117318435754,0.4203015616585891,0.423460825015458,,,
survey,stillbirth,xgboost,hh_wealth_quintile,Q5,37696.0,612.0,0.672020855496407,0.8705255117033363,-0.417709781288226,0.6209150326797386,0.37247869701218855,0.37651209677419356,,,
survey,stillbirth,xgboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.7602927927927927,0.7291565849757369,0.7602927927927927
survey,stillbirth,xgboost,mat_urban_rural,_DISPARITY_,,,,,,,,,0.09168211385456349,0.11712569402997186,0.11721653770958063
survey,stillbirth,xgboost,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.07798029958178943,0.07884948153820442,0.07898417681832359
survey,stillbirth,random_forest,mat_age_cat,20-34,176646.0,2386.0,0.6011943113973792,0.7557718471118795,-0.9305652856570494,0.450544844928751,0.3216400780443016,0.32338122572829275,,,
survey,stillbirth,random_forest,mat_age_cat,<20,32856.0,296.0,0.5926961244106514,0.9341073822235331,-0.1901959002514392,0.125,0.07324938574938575,0.07371560749939128,,,
survey,stillbirth,random_forest,mat_age_cat,>=35,45071.0,1200.0,0.6359222683169595,0.7820549238393317,-0.8861572897710848,0.9591666666666666,0.8770030316154179,0.8791906103703047,,,
survey,stillbirth,random_forest,mat_urban_rural,Rural,166613.0,2401.0,0.6226315903661193,0.7999578603637216,-0.7822176758959101,0.5910037484381507,0.4198596935668526,0.42232598896844786,,,
survey,stillbirth,random_forest,mat_urban_rural,Urban,71025.0,932.0,0.6435470633772947,0.9163493704688637,-0.19647173546173594,0.33905579399141633,0.17857703336995134,0.18068285814853924,,,
survey,stillbirth,random_forest,hh_wealth_quintile,Q1,63746.0,917.0,0.6298712107275373,0.7015118172018335,-1.2439080829174332,0.623773173391494,0.45141574750513297,0.4538951463621247,,,
survey,stillbirth,random_forest,hh_wealth_quintile,Q2,56364.0,891.0,0.6587820713701773,0.9306696238768684,-0.21140400652317282,0.6464646464646465,0.42613523696212574,0.42961819601163864,,,
survey,stillbirth,random_forest,hh_wealth_quintile,Q3,51225.0,744.0,0.6235659727613903,0.6211149447069759,-1.5547752841058906,0.5631720430107527,0.3860264257839583,0.38859931673987314,,,
survey,stillbirth,random_forest,hh_wealth_quintile,Q4,45284.0,716.0,0.6420096301276864,0.746097420364317,-0.954165494144797,0.5321229050279329,0.3385612995871477,0.3416217648617613,,,
survey,stillbirth,random_forest,hh_wealth_quintile,Q5,37696.0,612.0,0.6677580989070564,0.8242982060386722,-0.5857092810046616,0.5130718954248366,0.2776129867328228,0.2814356960950764,,,
survey,stillbirth,random_forest,mat_age_cat,_DISPARITY_,,,,,,,,,0.8341666666666666,0.8054750028709133,0.8341666666666666
survey,stillbirth,random_forest,mat_urban_rural,_DISPARITY_,,,,,,,,,0.2519479544467344,0.24164313081990862,0.2519479544467344
survey,stillbirth,random_forest,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.13339275103980996,0.1724594502670483,0.17380276077231016
survey,stillbirth,naive_bayes,mat_age_cat,20-34,176646.0,2386.0,0.5841018563083997,0.9655327735442486,-0.22686964840081744,0.49161777032690696,0.3727304028463216,0.3743362431076843,,,
survey,stillbirth,naive_bayes,mat_age_cat,<20,32856.0,296.0,0.5250338252872037,0.3889029448837723,-3.022444833697064,0.2905405405405405,0.2740479115479115,0.2741964937910884,,,
survey,stillbirth,naive_bayes,mat_age_cat,>=35,45071.0,1200.0,0.5832787224666256,0.8285760547470848,-0.1985280821544684,0.6208333333333333,0.5121606528230493,0.5150540258702936,,,
survey,stillbirth,naive_bayes,mat_urban_rural,Rural,166613.0,2401.0,0.5660508206430319,0.9389816401186776,-0.21845494145964556,0.47980008329862556,0.382000097435023,0.38340945784542624,,,
survey,stillbirth,naive_bayes,mat_urban_rural,Urban,71025.0,932.0,0.5747321124987288,0.9426810180696361,-0.21460047669442373,0.3251072961373391,0.24580200590643858,0.2468426610348469,,,
survey,stillbirth,naive_bayes,hh_wealth_quintile,Q1,63746.0,917.0,0.5764958471257247,0.9512053332161082,-0.22415433164951212,0.5310796074154853,0.41597033217144946,0.41762620399711353,,,
survey,stillbirth,naive_bayes,hh_wealth_quintile,Q2,56364.0,891.0,0.6125500473501604,1.1309971001729011,0.5961969765059332,0.5679012345679012,0.41411136949506966,0.4165424739195231,,,
survey,stillbirth,naive_bayes,hh_wealth_quintile,Q3,51225.0,744.0,0.586484044992548,0.9515027778580507,-0.22447323509665634,0.5120967741935484,0.38741308611160635,0.3892240117130307,,,
survey,stillbirth,naive_bayes,hh_wealth_quintile,Q4,45284.0,716.0,0.5842877314334307,0.9320474284482899,-0.218961609167847,0.48463687150837986,0.3562197092084006,0.3582501545799841,,,
survey,stillbirth,naive_bayes,hh_wealth_quintile,Q5,37696.0,612.0,0.6065745766720739,0.9284374261067032,-0.2174165188008051,0.4624183006535948,0.3183043900334376,0.3206441001697793,,,
survey,stillbirth,naive_bayes,mat_age_cat,_DISPARITY_,,,,,,,,,0.33029279279279283,0.24085753207920518,0.33029279279279283
survey,stillbirth,naive_bayes,mat_urban_rural,_DISPARITY_,,,,,,,,,0.15469278716128648,0.13656679681057934,0.15469278716128648
survey,stillbirth,naive_bayes,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.10548293391430641,0.09698210382733424,0.10548293391430641
survey,stillbirth,catboost,mat_age_cat,20-34,176646.0,2386.0,0.6195782424331691,0.9355414983238248,-0.206946609568355,0.47611064543168485,0.3156318145300126,0.31779944068928817,,,
survey,stillbirth,catboost,mat_age_cat,<20,32856.0,296.0,0.6097327594793811,0.596140942203151,-1.7166319538631485,0.125,0.05936732186732187,0.05995860725590455,,,
survey,stillbirth,catboost,mat_age_cat,>=35,45071.0,1200.0,0.6480677250727511,0.7910655583914218,-0.7913887852214604,0.9108333333333334,0.7943744159011648,0.7974750948503472,,,
survey,stillbirth,catboost,mat_urban_rural,Rural,166613.0,2401.0,0.6357303070999949,0.8332793725980314,-0.6476202525384692,0.5381091211995002,0.3535734294692227,0.356232706931632,,,
survey,stillbirth,catboost,mat_urban_rural,Urban,71025.0,932.0,0.6527841321667736,0.812085717157185,-0.7136518552019766,0.47317596566523606,0.2638494571497867,0.2665962689193946,,,
survey,stillbirth,catboost,hh_wealth_quintile,Q1,63746.0,917.0,0.6444229723047583,0.7752223070547916,-0.9133309709950348,0.5561613958560524,0.36180744560632827,0.3646032692247357,,,
survey,stillbirth,catboost,hh_wealth_quintile,Q2,56364.0,891.0,0.6697748207371508,0.9342747912591396,-0.20875435721648067,0.621773288439955,0.381176428172264,0.3849797743240366,,,
survey,stillbirth,catboost,hh_wealth_quintile,Q3,51225.0,744.0,0.6362781972904529,0.6864823339665943,-1.2858155810312306,0.5604838709677419,0.3700996414492581,0.3728648121034651,,,
survey,stillbirth,catboost,hh_wealth_quintile,Q4,45284.0,716.0,0.654412966589752,0.7740616456898566,-0.8689360994674664,0.585195530726257,0.3773559504577275,0.38064216941966256,,,
survey,stillbirth,catboost,hh_wealth_quintile,Q5,37696.0,612.0,0.6757937112212302,0.8358903274587615,-0.5632639844506994,0.5947712418300654,0.3320030201704239,0.3362691001697793,,,
survey,stillbirth,catboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.7858333333333334,0.7375164875944427,0.7858333333333334
survey,stillbirth,catboost,mat_urban_rural,_DISPARITY_,,,,,,,,,0.0649331555342641,0.08963643801223742,0.08972397231943602
survey,stillbirth,catboost,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.06561189258390265,0.04871067415425734,0.06561189258390265
survey,stillbirth,logistic,mat_age_cat,20-34,176646.0,2386.0,0.5831053770276495,0.7226036103350877,-1.1666020949754774,0.4492875104777871,0.3427579478939516,0.344196868312897,,,
survey,stillbirth,logistic,mat_age_cat,<20,32856.0,296.0,0.5585342444717445,0.9330979746184237,-0.19194643942995349,0.037162162162162164,0.02027027027027027,0.02042244947650353,,,
survey,stillbirth,logistic,mat_age_cat,>=35,45071.0,1200.0,0.6191571026418363,1.005575839894626,0.03668990236167294,0.9591666666666666,0.8864853775842811,0.8884204921124448,,,
survey,stillbirth,logistic,mat_urban_rural,Rural,166613.0,2401.0,0.6005349333928035,0.7886744090161819,-0.8583334120527486,0.5206164098292378,0.3796738362604438,0.38170490898069176,,,
survey,stillbirth,logistic,mat_urban_rural,Urban,71025.0,932.0,0.6266239001659903,0.9392652771156709,-0.20827041279026012,0.4699570815450644,0.2971480747007547,0.2994156986976417,,,
survey,stillbirth,logistic,hh_wealth_quintile,Q1,63746.0,917.0,0.6112653960110142,0.7474462569452311,-1.0584925247556964,0.5507088331515813,0.38966082541501534,0.39197753584538636,,,
survey,stillbirth,logistic,hh_wealth_quintile,Q2,56364.0,891.0,0.6460394186164682,1.032750443325431,0.17153234056185152,0.6038159371492705,0.40962269933120615,0.4126924987580725,,,
survey,stillbirth,logistic,hh_wealth_quintile,Q3,51225.0,744.0,0.6061351359065574,0.7010830905092447,-1.2483535126796106,0.5618279569892473,0.3979318951684792,0.40031234748657885,,,
survey,stillbirth,logistic,hh_wealth_quintile,Q4,45284.0,716.0,0.6281528934756907,0.9359690968875383,-0.21684010458924655,0.5712290502793296,0.4017232094776521,0.4044033212613727,,,
survey,stillbirth,logistic,hh_wealth_quintile,Q5,37696.0,612.0,0.6535595218204493,1.0296153864079882,0.2136485319215574,0.5915032679738562,0.37741343975838637,0.3808892190152801,,,
survey,stillbirth,logistic,mat_age_cat,_DISPARITY_,,,,,,,,,0.9220045045045044,0.8679980426359413,0.9220045045045044
survey,stillbirth,logistic,mat_urban_rural,_DISPARITY_,,,,,,,,,0.050659328284173466,0.08228921028305008,0.0825257615596891
survey,stillbirth,logistic,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.05310710399768925,0.0318032797427924,0.05310710399768925
survey,stillbirth,mlp,mat_age_cat,20-34,176646.0,2386.0,0.6072863635370989,0.7301730584553345,-1.1016177763818402,0.5092204526404024,0.36264776770343166,0.3646275602051561,,,
survey,stillbirth,mlp,mat_age_cat,<20,32856.0,296.0,0.577653106115944,0.4057568044902766,-2.6896656676861084,0.11148648648648649,0.0660012285012285,0.06641100560019479,,,
survey,stillbirth,mlp,mat_age_cat,>=35,45071.0,1200.0,0.6386209948865234,0.7032081380718155,-1.0508368770877194,0.8933333333333333,0.7669759066353627,0.7703401300170841,,,
survey,stillbirth,mlp,mat_urban_rural,Rural,166613.0,2401.0,0.6211386958943059,0.7458632780110591,-1.0149647769683132,0.5751770095793419,0.40498258348963534,0.40743519413251067,,,
survey,stillbirth,mlp,mat_urban_rural,Urban,71025.0,932.0,0.6449060334862285,0.7857233783575873,-0.8160707705462134,0.4388412017167382,0.2470860142952934,0.2496022527279127,,,
survey,stillbirth,mlp,hh_wealth_quintile,Q1,63746.0,917.0,0.6330720713210372,0.6928918095199295,-1.272548563865709,0.604143947655398,0.42720718139712555,0.4297524550560035,,,
survey,stillbirth,mlp,hh_wealth_quintile,Q2,56364.0,891.0,0.6630490383457291,0.9378599392654048,-0.21077011383672067,0.6588103254769921,0.43161538045535663,0.4352068696330991,,,
survey,stillbirth,mlp,hh_wealth_quintile,Q3,51225.0,744.0,0.6232008162125513,0.613781679217597,-1.5704958532542785,0.5483870967741935,0.3745171450644797,0.3770424597364568,,,
survey,stillbirth,mlp,hh_wealth_quintile,Q4,45284.0,716.0,0.6419309104209849,0.708233165211365,-1.1245811754117276,0.5712290502793296,0.3739903069466882,0.3771089126402261,,,
survey,stillbirth,mlp,hh_wealth_quintile,Q5,37696.0,612.0,0.6683576034411896,0.8324419821502116,-0.5690375588761254,0.5882352941176471,0.3374770790637472,0.34154817487266553,,,
survey,stillbirth,mlp,mat_age_cat,_DISPARITY_,,,,,,,,,0.7818468468468468,0.7039291244168894,0.7818468468468468
survey,stillbirth,mlp,mat_urban_rural,_DISPARITY_,,,,,,,,,0.13633580786260374,0.15783294140459797,0.15789656919434195
survey,stillbirth,mlp,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.11042322870279864,0.09365869476043359,0.11042322870279864
survey,neonatal,svm,mat_age_cat,20-34,173614.0,4224.0,0.640613578669987,0.9540537452597613,-0.26101903105410584,0.509469696969697,0.31016588936773126,0.31501491815176197,,,
survey,neonatal,svm,mat_age_cat,<20,32703.0,1124.0,0.628946733487354,2.020412514272037,3.900241558392796,0.5622775800711743,0.3769910383482694,0.38335932483258417,,,
survey,neonatal,svm,mat_age_cat,>=35,43518.0,1328.0,0.6355188233379121,0.6285417766346608,-1.188773467311039,0.4879518072289157,0.285754918227068,0.291925180385128,,,
survey,neonatal,svm,mat_urban_rural,Rural,162664.0,4431.0,0.6391797721206572,0.9261604205491201,-0.2556964438898614,0.5438952832317762,0.34226109597871496,0.3477536516992082,,,
survey,neonatal,svm,mat_urban_rural,Urban,70814.0,1834.0,0.6368775913110591,1.2492194134408543,0.8961814544715464,0.4580152671755725,0.26643954769498407,0.2714011353687124,,,
survey,neonatal,svm,hh_wealth_quintile,Q1,61901.0,1698.0,0.6431159725457334,0.9218081080509094,-0.25108062797911607,0.5153121319199058,0.3118283142036111,0.31741005799583205,,,
survey,neonatal,svm,hh_wealth_quintile,Q2,54720.0,1471.0,0.6381901459861516,0.8320183735639686,-0.6103574367583057,0.5472467709041469,0.34697365208736314,0.35235745614035086,,,
survey,neonatal,svm,hh_wealth_quintile,Q3,50804.0,1377.0,0.6473663051482113,0.9279918027378697,-0.2560247699115398,0.5620915032679739,0.3430109049709673,0.3489489016612865,,,
survey,neonatal,svm,hh_wealth_quintile,Q4,44583.0,1190.0,0.6351621984493103,0.9300468462848307,-0.2558992058776697,0.526890756302521,0.3356993063397322,0.34080254805643406,,,
survey,neonatal,svm,hh_wealth_quintile,Q5,37587.0,939.0,0.6215953332268602,1.3885748455863007,1.4113728141167377,0.37273695420660274,0.20917921851124208,0.2132652246787453,,,
survey,neonatal,svm,mat_age_cat,_DISPARITY_,,,,,,,,,0.07432577284225866,0.09143414444745618,0.09123612012120141
survey,neonatal,svm,mat_urban_rural,_DISPARITY_,,,,,,,,,0.08588001605620366,0.07635251633049578,0.08588001605620366
survey,neonatal,svm,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.1893545490613711,0.13909223146160554,0.1893545490613711
survey,neonatal,lightgbm,mat_age_cat,20-34,173614.0,4224.0,0.6487395971138415,0.8782047174154487,-0.412410821624027,0.4732481060606061,0.2623767636814452,0.26750722867971477,,,
survey,neonatal,lightgbm,mat_age_cat,<20,32703.0,1124.0,0.6490693734371653,0.9280960143617436,-0.26654192714890057,0.8167259786476868,0.6553089078184869,0.6608568021282452,,,
survey,neonatal,lightgbm,mat_age_cat,>=35,43518.0,1328.0,0.6463958762283074,0.8481399431131496,-0.5019017852331963,0.6551204819277109,0.45498933396539465,0.46109655774621994,,,
survey,neonatal,lightgbm,mat_urban_rural,Rural,162664.0,4431.0,0.660356405615564,0.8779399983632318,-0.4295691326643423,0.590611600090273,0.3643993351576473,0.370561402645945,,,
survey,neonatal,lightgbm,mat_urban_rural,Urban,70814.0,1834.0,0.644090214064861,0.9208088203516668,-0.23892168738518382,0.5272628135223555,0.3164540446506234,0.32191374586946087,,,
survey,neonatal,lightgbm,hh_wealth_quintile,Q1,61901.0,1698.0,0.6674385838709382,0.922544619078842,-0.24197955483090264,0.5830388692579506,0.35034798930285865,0.35673090903216426,,,
survey,neonatal,lightgbm,hh_wealth_quintile,Q2,54720.0,1471.0,0.6597433125868554,0.8909884050866557,-0.3842341586778465,0.5907545887151597,0.3679881312325114,0.3739766081871345,,,
survey,neonatal,lightgbm,hh_wealth_quintile,Q3,50804.0,1377.0,0.6556496270792697,0.8657269465057317,-0.46367043669266367,0.5816993464052288,0.3558985979323042,0.3620187386819935,,,
survey,neonatal,lightgbm,hh_wealth_quintile,Q4,44583.0,1190.0,0.6444218920024858,0.8802059062849573,-0.43661986158139776,0.5890756302521009,0.38243495494665036,0.38795056411636725,,,
survey,neonatal,lightgbm,hh_wealth_quintile,Q5,37587.0,939.0,0.6334436247416344,0.8146326157840579,-0.5920351934668238,0.4536741214057508,0.2564123553809212,0.26134035703833774,,,
survey,neonatal,lightgbm,mat_age_cat,_DISPARITY_,,,,,,,,,0.34347787258708073,0.3933495734485304,0.39293214413704175
survey,neonatal,lightgbm,mat_urban_rural,_DISPARITY_,,,,,,,,,0.06334878656791754,0.04864765677648414,0.06334878656791754
survey,neonatal,lightgbm,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.13708046730940893,0.1266102070780295,0.13708046730940893
survey,neonatal,xgboost,mat_age_cat,20-34,173614.0,4224.0,0.648074331195314,0.9261657229863427,-0.23781951291739004,0.3963068181818182,0.19180589172914575,0.19678136555807713,,,
survey,neonatal,xgboost,mat_age_cat,<20,32703.0,1124.0,0.6528006950652709,0.8884429843863647,-0.40681520232311724,0.7802491103202847,0.5851040248266253,0.5918111488242669,,,
survey,neonatal,xgboost,mat_age_cat,>=35,43518.0,1328.0,0.6483082573241532,0.8770145664860816,-0.40848180548167773,0.5858433734939759,0.3874614837639251,0.3935153269911301,,,
survey,neonatal,xgboost,mat_urban_rural,Rural,162664.0,4431.0,0.6612820736207021,0.8950051959552934,-0.37521739047093633,0.5341909275558565,0.29775710502866026,0.30419760979688193,,,
survey,neonatal,xgboost,mat_urban_rural,Urban,70814.0,1834.0,0.6459870466460494,0.9197091652911231,-0.2377585804706329,0.4367502726281352,0.23659031603363292,0.2417742254356483,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q1,61901.0,1698.0,0.6673588624290723,0.9251913218720644,-0.24381388229003767,0.5223792697290931,0.2860156470607777,0.2924993134198155,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q2,54720.0,1471.0,0.6612018285014472,0.9313851983119228,-0.2465541789364468,0.5350101971447995,0.3028789273037991,0.30911915204678364,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q3,50804.0,1377.0,0.6552477007420067,0.8821853496922751,-0.4148177176125979,0.5221496005809731,0.28980112084488235,0.2960987323832769,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q4,44583.0,1190.0,0.644377602630018,0.9292499368564646,-0.24657774072662247,0.49831932773109244,0.29500149793745534,0.30042841441805174,,,
survey,neonatal,xgboost,hh_wealth_quintile,Q5,37587.0,939.0,0.6364156722016366,0.8610144616029809,-0.4249495624550189,0.3652822151224707,0.18513970748744815,0.18964003511852504,,,
survey,neonatal,xgboost,mat_age_cat,_DISPARITY_,,,,,,,,,0.3839422921384665,0.39502978326618976,0.3932981330974795
survey,neonatal,xgboost,mat_urban_rural,_DISPARITY_,,,,,,,,,0.0974406549277213,0.062423384361233625,0.0974406549277213
survey,neonatal,xgboost,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.16972798202232875,0.1194791169282586,0.16972798202232875
survey,neonatal,random_forest,mat_age_cat,20-34,173614.0,4224.0,0.6335657158898598,0.7716999318491602,-0.7987398405608123,0.3307291666666667,0.14591180116890018,0.15040837720460332,,,
survey,neonatal,random_forest,mat_age_cat,<20,32703.0,1124.0,0.6308769741908081,0.8065420327334593,-0.5825421521194137,0.6645907473309609,0.4854808575319041,0.49163685288811426,,,
survey,neonatal,random_forest,mat_age_cat,>=35,43518.0,1328.0,0.6425298045702602,0.752184959577948,-0.8116799882428636,0.5225903614457831,0.3161886703010192,0.3224872466565559,,,
survey,neonatal,random_forest,mat_urban_rural,Rural,162664.0,4431.0,0.646217807895636,0.765567554961824,-0.824339784715978,0.4646806589934552,0.24841215170034064,0.25430334923523334,,,
survey,neonatal,random_forest,mat_urban_rural,Urban,70814.0,1834.0,0.63816609321748,0.8498897860645749,-0.43275335244989727,0.3549618320610687,0.1676572919686866,0.17250826107831785,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q1,61901.0,1698.0,0.6572937748290055,0.790458837815669,-0.7191987515294351,0.4799764428739694,0.24827666395362358,0.2546323968918111,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q2,54720.0,1471.0,0.645199159818642,0.7735221631222625,-0.7928712665598918,0.4568320870156356,0.24809855584142426,0.25370979532163745,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q3,50804.0,1377.0,0.639294896125429,0.7588920874616248,-0.8147969282149042,0.4233841684822077,0.21310215064640783,0.21880166915990867,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q4,44583.0,1190.0,0.6295473052908855,0.8015211626209741,-0.6643352051915207,0.3983193277310924,0.22369967506279814,0.22836058587353925,,,
survey,neonatal,random_forest,hh_wealth_quintile,Q5,37587.0,939.0,0.6314480110583163,0.7818730630252027,-0.6721698874470579,0.31309904153354634,0.1352324819908317,0.13967595179184292,,,
survey,neonatal,random_forest,mat_age_cat,_DISPARITY_,,,,,,,,,0.3338615806642942,0.34122847568351095,0.33956905636300394
survey,neonatal,random_forest,mat_urban_rural,_DISPARITY_,,,,,,,,,0.10971882693238649,0.0817950881569155,0.10971882693238649
survey,neonatal,random_forest,hh_wealth_quintile,_DISPARITY_,,,,,,,,,0.16687740134042306,0.11495644509996819,0.16687740134042306
survey,neonatal,naive_bayes,mat_age_cat,20-34,173614.0,4224.0,0.6092341739667022,0.9527277649950181,-0.2546554260457816,0.4640151515151515,0.29446248302733335,0.29858767150114623,,,
survey,neonatal,naive_bayes,mat_age_cat,<20,32703.0,1124.0,0.5818720440032956,0.9168543767878459,0.0004129743992708989,0.4261565836298932,0.3209411317647804,0.3245573800568755,,,
